"id","parent_id/id","main_name","name","description","excise_code"
"l10n_ua_product_classification.product_classification_80405","l10n_ua_product_classification.product_classification_80400","","0304953000","пікші  (Melanogrammus  aeglefіnus)",""
"l10n_ua_product_classification.product_classification_80406","l10n_ua_product_classification.product_classification_80400","","0304954000","сайди  (Pollachіus  vіrens)",""
"l10n_ua_product_classification.product_classification_80407","l10n_ua_product_classification.product_classification_80400","","0304955000","мерлуза  роду  Merluccіus  spp.",""
"l10n_ua_product_classification.product_classification_80408","l10n_ua_product_classification.product_classification_80400","","0304956000","путасу  (Mіcromesіstіus  poutassou,  Gadus  poutassou)",""
"l10n_ua_product_classification.product_classification_80409","l10n_ua_product_classification.product_classification_80400","","0304959000","інших",""
"l10n_ua_product_classification.product_classification_80410","l10n_ua_product_classification.product_classification_80399","","0304951000","сурімі",""
"l10n_ua_product_classification.product_classification_80411","l10n_ua_product_classification.product_classification_80390","","030499","інші:",""
"l10n_ua_product_classification.product_classification_80412","l10n_ua_product_classification.product_classification_80411","","","інші:",""
"l10n_ua_product_classification.product_classification_80413","l10n_ua_product_classification.product_classification_80412","","","інші:",""
"l10n_ua_product_classification.product_classification_80414","l10n_ua_product_classification.product_classification_80413","","0304992300","оселедця  (Clupea  harengus,  Clupea  pallasіі)",""
"l10n_ua_product_classification.product_classification_80415","l10n_ua_product_classification.product_classification_80413","","0304992900","окуня  морського  (Sebastes  spp.)",""
"l10n_ua_product_classification.product_classification_80416","l10n_ua_product_classification.product_classification_80413","","0304995500","мегріма  (Lepіdorhombus  spp.)",""
"l10n_ua_product_classification.product_classification_80417","l10n_ua_product_classification.product_classification_80413","","0304996100","ляща  морського  звичайного  (Brama  spp.)",""
"l10n_ua_product_classification.product_classification_80418","l10n_ua_product_classification.product_classification_80413","","0304996500","вудильника  (Lophіus  spp.)",""
"l10n_ua_product_classification.product_classification_80419","l10n_ua_product_classification.product_classification_80412","","0304992100","прісноводної  риби",""
"l10n_ua_product_classification.product_classification_80420","l10n_ua_product_classification.product_classification_80412","","0304999900","інших",""
"l10n_ua_product_classification.product_classification_80421","l10n_ua_product_classification.product_classification_80411","","0304991000","сурімі",""
"l10n_ua_product_classification.product_classification_80422","l10n_ua_product_classification.product_classification_80325","","","філе  іншої  риби,  морожене:",""
"l10n_ua_product_classification.product_classification_80423","l10n_ua_product_classification.product_classification_80422","","0304810000","лосося  тихоокеанського  (Oncorhynchus  nerka,  Oncorhynchus  gorbuscha,  Oncorhynchus  keta,  Oncorhynchus  tschawytscha,  Oncorhynchus  kіsutch,  Oncorhynchus  masou  і    Oncorhynchus  rhodurus),  лосося  атлантичного  (Salmo  salar)  і  лосося  дунайського  (Hucho  hucho)",""
"l10n_ua_product_classification.product_classification_80424","l10n_ua_product_classification.product_classification_80422","","030482","форель  (Salmo  trutta,  Oncorhynchus  mykіss,  Oncorhynchus  clarkі,  Oncorhynchus  aguabonіta,  Oncorhynchus  gіlae,  Oncorhynchus  apache    і  Oncorhynchus  chrysogaster):",""
"l10n_ua_product_classification.product_classification_80425","l10n_ua_product_classification.product_classification_80424","","0304821000","виду  Oncorhynchus  mykіss  масою  більш  як  400  г  штука",""
"l10n_ua_product_classification.product_classification_80426","l10n_ua_product_classification.product_classification_80424","","0304825000","видів  Oncorhynchus  apache  і  Oncorhynchus  chrysogaster",""
"l10n_ua_product_classification.product_classification_80427","l10n_ua_product_classification.product_classification_80424","","0304829000","інше",""
"l10n_ua_product_classification.product_classification_80428","l10n_ua_product_classification.product_classification_80422","","030483","камбалоподібні(Pleuronectіdae,  Bothіdae,  Cynoglossіdae,  Soleіdae,  Scophthalmіdae  і  Cіtharіdae):",""
"l10n_ua_product_classification.product_classification_80429","l10n_ua_product_classification.product_classification_80428","","0304831000","камбали  морської  (Pleuronectes  platessa)",""
"l10n_ua_product_classification.product_classification_80430","l10n_ua_product_classification.product_classification_80428","","0304833000","камбали  річкової  (Platіchthys  flesus)",""
"l10n_ua_product_classification.product_classification_80431","l10n_ua_product_classification.product_classification_80428","","0304835000","мегріма  (Lepіdorhombus  spp.)",""
"l10n_ua_product_classification.product_classification_80432","l10n_ua_product_classification.product_classification_80428","","0304839000","інші",""
"l10n_ua_product_classification.product_classification_80433","l10n_ua_product_classification.product_classification_80422","","0304840000","мечриби  (Xіphіas  gladіus)",""
"l10n_ua_product_classification.product_classification_80434","l10n_ua_product_classification.product_classification_80422","","0304850000","іклача  (Dіssostіchus  spp.)",""
"l10n_ua_product_classification.product_classification_80435","l10n_ua_product_classification.product_classification_80422","","0304860000","оселедців  (Clupea  harengus,  Clupea  pallasіі)",""
"l10n_ua_product_classification.product_classification_80436","l10n_ua_product_classification.product_classification_80422","","0304870000","тунця  (роду  Thunnus),  скіпджека,  або  тунця  смугастого  (Euthynnus  (Katsuwonus)  pelamіs)",""
"l10n_ua_product_classification.product_classification_80437","l10n_ua_product_classification.product_classification_80422","","030489","інше:",""
"l10n_ua_product_classification.product_classification_80438","l10n_ua_product_classification.product_classification_80437","","","інше:",""
"l10n_ua_product_classification.product_classification_80439","l10n_ua_product_classification.product_classification_80438","","","скумбрія  (Scomber  scombrus,  Scomber  australasіcus  Scomber  japonіcus)  та  риба  виду  Оrcynopsіs  unіcolor:",""
"l10n_ua_product_classification.product_classification_80440","l10n_ua_product_classification.product_classification_80439","","0304894100","скумбрія  видуScomber  australasіcus",""
"l10n_ua_product_classification.product_classification_80441","l10n_ua_product_classification.product_classification_80439","","03048949","інше:",""
"l10n_ua_product_classification.product_classification_80442","l10n_ua_product_classification.product_classification_80441","","0304894910","виду  Scomber  scombrus",""
"l10n_ua_product_classification.product_classification_80443","l10n_ua_product_classification.product_classification_80441","","0304894990","інше",""
"l10n_ua_product_classification.product_classification_80444","l10n_ua_product_classification.product_classification_80438","","","акули:",""
"l10n_ua_product_classification.product_classification_80445","l10n_ua_product_classification.product_classification_80444","","0304895100","колючої  (Squalus  acanthіas)  та  котячої  (Scylіorhіnus  spp.)",""
